1013,AOAMBG,Cangrejp cocido,40,gr,40,40,41,8.1,0.7,0.0,ND,0.9,ND,ND,ND,ND,ND,ND,ND,40.0,ND,ND,ND,41.4,16.1,ND,ND,0.4,111.5
1014,AOAMBG,Cangrejo de Alaska,40,gr,40,40,41,8.1,0.7,0.0,ND,2.8,ND,ND,ND,ND,ND,ND,ND,40.0,ND,ND,ND,18.4,14.6,ND,ND,0.2,334.6
1015,AOAMBG,Cangrejo de Alaska cocido,40,gr,40,40,41,8.1,0.7.,0.0,ND,3.8,ND,ND,ND,ND,ND,ND,ND,40.0.,ND,ND,ND,23.5,16.0,ND,ND,0.3,428.8
1016,AOAMBG,Cangrejo enlatado,1/4,taza,34,34,33,6.9,0.4,0.0,ND,0.8,ND,ND,ND,ND,ND,ND,ND,30.2,ND,ND,ND,34.1,10.7,ND,ND,0.3,112.4
1017,AOAMBG,Carne de alce cocida,25,gr,25,25,34,7.3,0.2,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,19.5,ND,ND,ND,1.5,3.2,ND,ND,1.1,17.3
1018,AOAMBG,Carne de armadillo,35,gr,35,25,40,7.1,1.3,0.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1019,AOAMBG,Carne de avestruz,35,gr,35,35,31,7.1,0.4,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,21.0,ND,ND,ND,ND,6.6,ND,ND,0.0,28.0
1020,AOAMBG,Carne de faisám cruda sin piel,35,gr,35,30,40,7.1,1.1,0.0,ND,15.1,ND,ND,ND,ND,ND,ND,ND,19.9,ND,ND,ND,3.9,4.9,ND,ND,0.3,11.1
1021,AOAMBG,carne de jaiba,40,gr,40,40,39,7.0,1.0,0.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,60.0,ND,ND,ND,18.0,ND,ND,ND,0.3,40.0
1022,AOAMBG,Carne de res seca,11,gr,11,11,43,7.1,1.6,0.1,ND,0.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10.2,ND,ND,ND,1.1,381.8
1023,AOAMBG,Carne de venado cruda,30,gr,30,27,42,5.9,1.9,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,21.6,ND,ND,ND,3.0,2.7,ND,ND,0.8,20.3
1024,AOAMBG,Carne molida de pavo,30,gr,30,30,33,6.7,0.4,0.0,ND,0.0,ND,ND,ND,ND,ND,ND,ND,12.9,ND,ND,ND,1.4.,9.9,ND,ND,0.1,430.0
1025,AOAMBG,Carne molida de pollo,30,gr,30,30,34,7.0,0.5,0.0,ND,2.4,ND,ND,ND,ND,ND,ND,ND,17.4,ND,ND,ND,3.6,5.3,ND,ND,0.2,20.4
1026,AOAMBG,Carne obscura de pollo cruda,30,gr,30,30,38,6.0,1.3,0.0,ND,6.6,ND,ND,ND,ND,ND,ND,ND,24.0,ND,ND,ND,3.6,4.1,ND,ND,0.3,25.5
1027,AOAMBG,Cazón,60,gr,60,32,42,6.8,1.4,0.0,ND,22.7,ND,ND,ND,ND,ND,ND,ND,16.4,ND,ND,ND,11.1,11.8,ND,ND,0.3,25.5
